,Территория,Год,НС,НС%,Больные ЗППП_ingroup,Обследованные беременные_ingroup,"Обследованные лица, находящиеся в местах лишения свободы_ingroup",Обследованные по клиническим показаниям_ingroup,Обследованные при эпидемиологическом расследовании_ingroup,Потребители инъекционных наркотиков_ingroup,Прочие контингенты_ingroup,Больные ЗППП_bwgroup,Обследованные беременные_bwgroup,"Обследованные лица, находящиеся в местах лишения свободы_bwgroup",Обследованные по клиническим показаниям_bwgroup,Обследованные при эпидемиологическом расследовании_bwgroup,Потребители инъекционных наркотиков_bwgroup,Прочие контингенты_bwgroup,М,Ж,Количество уголовных дел в сфере оборота наркотиков,ст. 6.8 КоАП России,ст. 6.9 КоАП России,Доля городского населения в общей численности населения на 1 января,Принято студентов в ВУЗы,Число новых случаев наркомании на 100 тыс.,Безработица по МОТ,Валовой региональный продукт на душу населения,Введено общей площади жилых домов,0-15 лет,15-19 лет,>= 70 лет,20-29 лет,30-39 лет,40-49 лет,50-59 лет,60-69 лет,Доля населения с доходами ниже МРОТ
777,Архангельская область без АО,2008-01-01,48,3.99,0.0001273804216291956,0.00013533631073216944,0.0025403277022735932,0.00028249727591912505,0.0325,0.01824817518248175,0.0009278131725958516,0.029411764705882353,0.10294117647058823,0.29411764705882354,0.20588235294117646,0.19117647058823528,0.14705882352941177,0.029411764705882353,560946,643401,,,,74.8,9326,2.6,,,,,,,,,,,,14.4
778,Ненецкий АО,2008-01-01,7,16.72,0.0,0.0,0.0,0.002574002574002574,0.11538461538461539,0.0,0.0001288992008249549,0.0,0.0,0.0,0.38095238095238093,0.5714285714285714,0.0,0.047619047619047616,20369,21488,,,,66.6,0,16.7,7.9,,,,,,,,,,,5.6
779,Вологодская область,2008-01-01,154,12.68,0.002316857899382171,0.00040339553809456996,0.005724437425977102,0.0002911457441342696,0.037037037037037035,0.023206751054852322,5.435507403094574e-05,0.2876712328767123,0.15753424657534246,0.19863013698630136,0.11643835616438356,0.07534246575342465,0.1506849315068493,0.0136986301369863,558707,655428,,,,69.4,9059,8.4,5.6,242347.7,,,,,,,,,,15.7
780,Калининградская область,2008-01-01,383,40.89,0.00866965620328849,0.0007957414114806278,0.02664576802507837,0.004154631424840739,0.09813084112149532,0.029396325459317585,0.000845199555568009,0.0951599671862182,0.0951599671862182,0.05578342904019688,0.3445447087776866,0.13781788351107466,0.1837571780147662,0.08777686628383921,437422,499191,,,,77.3,7403,5.1,8.6,191533.4,,,,,,,,,,13.6
781,Ленинградская область,2008-01-01,1789,105.3,0.010027946736807496,0.0032102408677620034,0.08583106267029973,0.00801866519309879,0.025187566988210074,0.06440511307767945,0.0015715609907463635,0.05238299699441821,0.1382567625590382,0.054100472305710606,0.5607556891369686,0.040360669815371404,0.11249463288965221,0.04164877629884071,782092,916808,,,,66.0,3585,28.2,6.0,226011.0,,,,,,,,,,13.5
782,Мурманская область,2008-01-01,430,53.38,0.0016129032258064516,0.0007902431314701157,0.04744525547445255,0.0010203561042803938,0.09259259259259259,0.033522434244455904,0.0001300743454933834,0.05038992201559688,0.07198560287942411,0.3119376124775045,0.19196160767846432,0.20395920815836832,0.15596880623875226,0.013797240551889621,381830,423724,,,,92.6,5467,37.8,6.6,263755.5,,,,,,,,,,13.8
783,Новгородская область,2008-01-01,138,21.38,0.0043308791684712,0.0010202098717450446,0.0,0.001551557847947331,0.04946996466431095,0.010773751224289911,0.00031669634303717,0.10126582278481013,0.21265822784810126,0.0,0.37468354430379747,0.14177215189873418,0.11139240506329114,0.05822784810126582,289290,356079,,,,71.3,4799,13.4,4.9,177472.4,,,,,,,,,,17.8
784,Псковская область,2008-01-01,45,6.52,0.0003527959075674722,0.0004748056264466734,0.0010240655401945725,0.0004108073945331016,0.0380952380952381,0.0113314447592068,7.70105818564969e-05,0.049689440993788817,0.19875776397515527,0.09937888198757763,0.32298136645962733,0.09937888198757763,0.19875776397515527,0.031055900621118012,316294,374041,,,,69.2,6175,16.4,6.5,105449.0,,,,,,,,,,15.9
785,г. Санкт-Петербург,2008-01-01,3449,71.87,0.0035003898538462815,0.002027214397047152,0.17037290455011975,0.008606310838893143,0.07894736842105263,0.06363319386331939,0.011197775204901105,0.051338199513382,0.05158150851581508,0.3635036496350365,0.30632603406326037,0.02408759124087591,0.17761557177615572,0.025547445255474453,2148163,2650550,,,,100.0,84484,23.7,2.0,299436.0,,,,,,,,,,11.5
786,Республика Адыгея,2008-01-01,30,6.83,0.0009099181073703367,0.00018628912071535022,0.0,0.0005351756349129123,0.08771929824561403,0.02027027027027027,8.989572096368213e-05,0.06451612903225806,0.0967741935483871,0.0,0.3548387096774194,0.16129032258064516,0.2903225806451613,0.03225806451612903,204120,235260,,,,50.9,4166,37.3,7.3,82378.2,,,,,,,,,,23.9
787,Республика Калмыкия,2008-01-01,9,3.1,0.0006666666666666666,7.285974499089253e-05,0.0045385779122541605,0.0002492522432701894,0.03225806451612903,0.0,0.00022378524114999418,0.0851063829787234,0.0851063829787234,0.2553191489361702,0.3404255319148936,0.1702127659574468,0.0,0.06382978723404255,139471,150806,,,,43.9,2102,10.9,15.8,71450.7,,,,,,,,,,39.7
788,Краснодарский край,2008-01-01,801,15.42,0.0018133462282398452,0.0005807682734588899,0.005535148191012932,0.0016236162361623616,0.051541850220264314,0.00500779903127822,0.018747465565058755,0.042238648363252376,0.14783526927138332,0.15487504399859203,0.3562126011967617,0.16473072861668428,0.0858852516719465,0.04822245688137979,2407711,2786728,,,,52.8,32358,27.8,4.7,155103.6,,,,,,,,,,17.7
789,Астраханская область,2008-01-01,52,5.15,8.795074758135444e-05,0.00010867793294571537,0.0022621022470215653,0.00042917226974907726,0.05309734513274336,0.001183431952662722,7.827014739451605e-05,0.01990049751243781,0.07960199004975124,0.29850746268656714,0.29850746268656714,0.23880597014925373,0.01990049751243781,0.04477611940298507,472190,537736,,,,67.7,7868,6.8,7.4,146391.0,,,,,,,,,,16.3
790,Волгоградская область,2008-01-01,498,19.02,0.0013478818998716303,0.0007367360426440157,0.006263616557734205,0.0008034416208265671,0.030477759472817133,0.01141439205955335,0.00044715229592120803,0.045283018867924525,0.14663072776280323,0.14878706199460917,0.4075471698113208,0.07978436657681941,0.09919137466307278,0.07277628032345014,1209542,1408520,,,,75.7,23108,13.9,8.2,159001.5,,,,,,,,,,13.7
791,Ростовская область,2008-01-01,446,10.39,0.0015949528602821293,0.000503651473180559,0.0030775687207106384,0.00141137401411374,0.04011461318051576,0.004602713178294574,0.003939235088201668,0.12,0.16533333333333333,0.11733333333333333,0.3626666666666667,0.112,0.050666666666666665,0.072,1986313,2306156,,,,66.8,41147,7.4,6.4,134137.4,,,,,,,,,,14.9
792,Республика Дагестан,2008-01-01,165,5.84,0.0009027307605506658,0.00024509530865297847,0.012387387387387387,0.0005060933641038099,0.08108108108108109,0.0104675505931612,0.00010654642801949403,0.02631578947368421,0.14473684210526316,0.21710526315789475,0.32894736842105265,0.15789473684210525,0.09868421052631579,0.02631578947368421,1363867,1462658,,,,44.4,19377,17.1,13.2,77033.8,,,,,,,,,,11.2
793,Республика Ингушетия,2008-01-01,68,16.62,0.0,0.00034499942500095833,0.0,0.0002981959147159684,0.16279069767441862,0.013333333333333334,0.0004046469561303962,0.0,0.19672131147540983,0.15300546448087432,0.17486338797814208,0.30601092896174864,0.06557377049180328,0.10382513661202186,184122,225088,,,,42.6,1232,4.8,53.3,47002.3,,,,,,,,,,27.6
794,Кабардино-Балкарская Республика,2008-01-01,41,4.78,0.00046904315196998124,0.00021618505440657203,0.0022851919561243145,0.000186781225818502,0.08823529411764706,0.0007867820613690008,0.00042168932921261186,0.025157232704402517,0.22641509433962265,0.12578616352201258,0.3522012578616352,0.1509433962264151,0.050314465408805034,0.06918238993710692,401248,456878,,,,57.4,5141,21.1,17.8,67731.3,,,,,,,,,,15.2
795,Карачаево-Черкесская Республика,2008-01-01,22,4.68,0.0,0.0002264364562694594,0.0,0.00024164317358034635,0.02654867256637168,0.0030816640986132513,0.00038491254304777786,0.0,0.2807017543859649,0.0,0.21052631578947367,0.21052631578947367,0.14035087719298245,0.15789473684210525,217489,252575,,,,43.9,2949,15.7,15.9,76277.2,,,,,,,,,,19.5
796,Республика Северная Осетия-Алания,2008-01-01,62,8.71,0.00042753313381787086,0.0002205071664829107,0.010218978102189781,0.002132954141485958,0.04979253112033195,0.003221908981071285,0.00011815519823121012,0.018691588785046728,0.09345794392523364,0.2616822429906542,0.22429906542056074,0.22429906542056074,0.14953271028037382,0.028037383177570093,330013,381648,,,,63.7,6267,5.1,9.8,81097.0,,,,,,,,,,12.1
797,Чеченская Республика,2008-01-01,179,14.62,0.006857142857142857,0.0004902672864613597,0.008818342151675485,0.005305039787798408,0.13991769547325103,0.04186046511627907,0.0006196780371716906,0.04436229205175601,0.19963031423290203,0.036968576709796676,0.35489833641404805,0.2513863216266174,0.066543438077634,0.04621072088724584,598834,625555,,,,35.8,6543,16.6,36.0,54742.1,,,,,,,,,,
798,Ставропольский край,2008-01-01,116,4.19,0.00024560369387955597,0.00025040976142779093,0.0021200624860522204,0.0006482520910082692,0.07291666666666667,0.001794124243103835,0.0001118838657620773,0.041666666666666664,0.18333333333333332,0.15833333333333333,0.3416666666666667,0.175,0.06666666666666667,0.03333333333333333,1290192,1477426,,,,56.8,26151,20.9,7.9,99503.3,,,,,,,,,,20.2
799,Республика Башкортостан,2008-01-01,899,22.15,0.0019282240193397992,0.0008463847280900155,0.005142638729629244,0.000998282143924921,0.028157997653500196,0.01340293453724605,0.00019703276912231077,0.09131175468483815,0.16218057921635434,0.20170357751277684,0.26848381601362864,0.09812606473594548,0.12947189097103917,0.04872231686541738,1897820,2161553,,,,60.0,35359,9.3,5.2,183168.7,,,,,,,,,,11.5
800,Республика Марий Эл,2008-01-01,76,10.83,0.0007117437722419929,0.0003208599045441784,0.006002824858757062,0.0014400200350613574,0.031007751937984496,0.010610079575596816,0.00018577393168724412,0.07604562737642585,0.12167300380228137,0.2585551330798479,0.34980988593155893,0.060836501901140684,0.060836501901140684,0.07224334600760456,326040,375569,,,,62.8,5687,9.7,9.1,93512.4,,,,,,,,,,25.4
801,Республика Мордовия,2008-01-01,98,11.6,0.0013204225352112676,0.0003208098666856776,0.0016666666666666668,0.0009950798828017027,0.12418300653594772,0.007233273056057866,0.0002494999438845009,0.09863013698630137,0.09863013698630137,0.20821917808219179,0.19726027397260273,0.20821917808219179,0.13150684931506848,0.057534246575342465,388672,456290,,,,59.2,7607,14.6,2.7,110877.3,,,,,,,,,,20.4
802,Республика Татарстан,2008-01-01,896,23.74,0.0010650294449317129,0.00027728697267111185,0.004569919772519549,0.0006398175938205254,0.029045643153526972,0.009460458240946046,0.00265377163012104,0.06316767301439852,0.07988852763585694,0.25081281932187643,0.10218300046446818,0.18207152810032512,0.11890385508592662,0.20297259637714818,1741268,2032258,,,,74.8,35280,17.3,4.9,245628.5,,,,,,,,,,8.6
803,Удмуртская Республика,2008-01-01,439,28.73,0.0021145593631444744,0.0005864451911494325,0.2125237191650854,0.0018874634132997783,0.02034987504462692,0.03556771545827633,0.08361557513905049,0.09109176155391828,0.09912926992632284,0.3000669792364367,0.18486269256530474,0.15271265907568654,0.13931681178834562,0.03281982585398526,703367,824869,,,,70.4,18182,14.4,7.8,158850.7,,,,,,,,,,16.1
804,Чувашская Республика,2008-01-01,134,10.65,0.0010721137569123123,0.0003301419610432486,0.0009127418765972983,0.0007702736011831403,0.06451612903225806,0.0036737692872887582,0.00015022302543192,0.2,0.16842105263157894,0.05263157894736842,0.2631578947368421,0.18947368421052632,0.05263157894736842,0.07368421052631578,584668,673571,,,,61.4,15021,5.6,8.0,122980.3,,,,,,,,,,18.9
805,Пермский край,2008-01-01,1339,50.33,0.0023680124223602484,0.0012790201930157747,0.01124859392575928,0.0021521335807050093,0.050621669626998225,0.05919092918228116,0.011096391732816653,0.04861526200438334,0.10520023909145249,0.023909145248057383,0.16178521617852162,0.13628212791392708,0.4909344490934449,0.03327356047021319,1220340,1440019,,,,75.5,21760,35.7,8.3,227719.0,,,,,,,,,,14.0
806,Кировская область,2008-01-01,59,4.32,0.0006009615384615385,9.930486593843098e-05,0.0020604395604395605,0.000382687229727144,0.05188679245283019,0.005891016200294551,0.0019279782782013887,0.15841584158415842,0.07920792079207921,0.1782178217821782,0.19801980198019803,0.21782178217821782,0.07920792079207921,0.0891089108910891,627567,737436,,,,73.1,11271,4.2,7.2,110127.9,,,,,,,,,,16.9
807,Нижегородская область,2008-01-01,750,22.43,0.002088385879816761,0.0008548972744404099,0.011460698453886907,0.0009461688092016238,0.06784386617100371,0.021555893325963797,0.0014928105227127299,0.08214640609473335,0.12321960914210003,0.1404438555813183,0.23716462404769792,0.1934415369327592,0.20669095727061942,0.01689301093077178,1510051,1833668,,,,78.5,35004,11.3,5.7,175587.1,,,,,,,,,,13.5
808,Оренбургская область,2008-01-01,1512,73.96,0.006238074269778365,0.0,0.031041687394289124,0.00834936514043863,0.03281027104136947,0.011086474501108648,0.0019335196867247442,0.08724659994867848,0.0,0.3202463433410316,0.22273543751603797,0.07082371054657428,0.11290736463946625,0.18604054400821143,949370,1094886,,,,59.1,16392,8.4,6.9,209769.6,,,,,,,,,,15.7
809,Пензенская область,2008-01-01,166,11.87,0.0007818608287724785,0.0003463992707383774,0.0014910536779324055,0.0005581247010046245,0.06153846153846154,0.003869969040247678,0.00015008271687235995,0.07468879668049792,0.15767634854771784,0.07468879668049792,0.29045643153526973,0.26556016597510373,0.04149377593360996,0.0954356846473029,637779,760381,,,,66.3,11749,13.6,7.6,105477.2,,,,,,,,,,16.0
810,Самарская область,2008-01-01,4273,132.64,0.0044940805580708995,0.0044336843333430565,0.08495425540093796,0.0062639517660067175,0.04694206008583691,0.061445901962718215,0.007299658588007855,0.0349026502572117,0.11877319789021293,0.28781663085238,0.31282151461874064,0.04558181936576154,0.16227127694211108,0.03783291007358208,1475311,1746202,,,,80.1,29766,21.4,4.2,217089.9,,,,,,,,,,17.1
811,Саратовская область,2008-01-01,712,27.97,0.003400435255712731,0.0012589493495428362,0.013531440700451048,0.003196715795140992,0.1625,0.02106430155210643,0.0006455757399382606,0.08156606851549755,0.16150081566068517,0.16639477977161501,0.15497553017944535,0.2969004893964111,0.06199021207177814,0.0766721044045677,1163278,1382018,,,,74.2,29167,6.2,7.8,126085.9,,,,,,,,,,20.7
812,Ульяновская область,2008-01-01,849,64.87,0.007544892108042855,0.00298340107722804,0.023587833643699565,0.007844414185068972,0.04407836153161175,0.05201793721973094,0.01725602919648508,0.06424670735624799,0.19145518792161903,0.14648249277224543,0.34050754898811436,0.127208480565371,0.07452618053324767,0.055573401863154515,599341,709351,,,,73.4,13059,12.5,7.0,114808.0,,,,,,,,,,19.5
813,Курганская область,2008-01-01,209,22.59,0.0012742099898063201,0.0007249609636404194,0.007477243172951885,0.0008714431856931762,0.021170610211706103,0.011976047904191617,0.0010079513048581502,0.08368200836820083,0.14504881450488144,0.12831241283124128,0.25662482566248257,0.1896792189679219,0.16736401673640167,0.029288702928870293,424656,500524,,,,59.3,7514,26.3,9.3,114237.4,,,,,,,,,,17.4
814,Свердловская область,2008-01-01,4540,105.23,0.008822506088771808,0.004008562507669443,0.02606310013717421,0.009058340912887717,0.020637305289792046,0.07058210704518818,0.025571205257044524,0.08765432098765433,0.1451851851851852,0.07506172839506173,0.24098765432098765,0.1288888888888889,0.26765432098765435,0.0545679012345679,1976360,2337977,,,,83.5,41999,50.9,4.8,213922.3,,,,,,,,,,10.5
815,Тюменская область без АО,2008-01-01,653,49.31,0.003308177401013129,0.0016644869813339674,0.007732270146188233,0.0038558256496228,0.024030209406110538,0.02443933294997125,0.013295409279219326,0.16558861578266496,0.16903837861147047,0.11039241052177663,0.23803363518758086,0.12074169900819319,0.14661492022423459,0.049590340664079344,618597,705812,,,,63.6,35629,20.6,,,,,,,,,,,,10.1
816,Ханты-Мансийский АО-Югра,2008-01-01,1198,79.64,0.0035868482231816673,0.0015567506368525334,0.033757062146892655,0.003921746767208746,0.04452054794520548,0.021487603305785124,0.0006434791700832181,0.055770720371804805,0.11360702297960237,0.24683707720113607,0.26749289956106376,0.1476891298734831,0.10741027627162407,0.061192873741285826,738327,765992,,,,91.1,11059,26.8,7.8,,,,,,,,,,,7.3
817,Ямало-Ненецкий АО,2008-01-01,131,25.05,0.0012340600575894694,0.0005793742757821553,0.005742049469964664,0.0007473569084943492,0.026558891454965358,0.006455777921239509,0.00018174265240419567,0.0525164113785558,0.1400437636761488,0.1137855579868709,0.3588621444201313,0.2013129102844639,0.087527352297593,0.045951859956236324,259713,263253,,,,84.7,2951,21.0,5.9,,,,,,,,,,,6.2
818,Челябинская область,2008-01-01,1785,51.22,0.0037175715431933673,0.0024348727057430433,0.015790792881610827,0.0034542475140590667,0.022124406347735433,0.023097987855697107,0.0007068233576467376,0.09260493004663557,0.21918720852764823,0.12591605596269154,0.24716855429713525,0.12724850099933377,0.12924716855429713,0.05862758161225849,1594702,1890107,,,,81.8,36268,23.7,4.3,190565.5,,,,,,,,,,10.6
819,Республика Алтай,2008-01-01,31,15.15,0.0007218479307025986,0.0001644331168297295,0.0,0.00025791808521613536,0.0398406374501992,0.024054982817869417,0.0001271469980287459,0.10810810810810811,0.07207207207207207,0.0,0.18018018018018017,0.36036036036036034,0.25225225225225223,0.02702702702702703,96910,107777,,,,26.9,954,15.4,12.6,91713.1,,,,,,,,,,25.7
